,id,skills,edu_1,edu_2,edu_3,org_1,org_2,org_3,org_4,Target
183,kausik21,Java JavaScript PHP HTML Cascading Style Sheets CSS HTML Leadership MySQL C Spring Framework PostgreSQL Research Photoshop Microsoft Word Matlab Project Management MongoDB Management Customer Service Maven c perl OpenGL nasm                                       ,BSc (Hons)  in Computer Science University of Jaffna, , ,Software Engineer ITX360,Associate Software Engineer ITX360,Software Engineering Trainee hSenid Mobile Solutions (Pvt) Ltd, ,Software Engineer
184,tharanamayuranga,JavaScript PHP HTML Cascading Style Sheets CSS HTML SQL Bootstrap ASPNET Core NET Core NET Framework ASPNET ASPNET MVC Core Java C ASPNET Web API RESTful WebServices hibernate AJAX AngularJS TypeScript Network Security Google Cloud Platform GCP BackEnd Web Development JavaFX Hibernate ModelViewController MVC Entity Framework Apache Kafka Docker Scala Apache Spark Kubernetes Entity Framework EF Core GitHub Cryptography Google Kubernetes Engine GKE php Database Management System DBMS c java script Kafka Streams Chatbot Development                     ,Computing & Information Systems Sabaragamuwa University of Sri Lanka,Bachelor Of Information  Technology University of Colombo School of Computing,Physical Science Dharamasoka College Ambalangoda,Trainee Software Engineer 99X Technology, , , ,Software Engineer
185,jayanisumudini,Java JavaScript PHP HTML Leadership Software Development Web Applications Databases MySQL JavaServer Pages JSP Spring Boot Linux Spring MVC AngularJS Python Matlab Ionic Framework Project Management Network Security MongoDB Hibernate JSON Servlets Embedded Systems Maven Microservices Computer Architecture Database Design Struts Gradle Engineering Mathematics Apache Ant AngularJs AngulaJS pouchDb Couchbase Sync Gateway OCaml Smart GWT                         ,BSc (Hons) Engineering University of Peradeniya,Advance Level Mathematics - 2012 Sujatha Vidyalaya - Matara, ,Senior Software Engineer Rhino Partners,Senior Software Engineer Xeptagon,Full-stack Software Engineer Cambio Software Engineering,Freelance Software Engineer Fiverr,Software Engineer
186,shalikaweerasinghe,Computer Science Java JavaScript Android Development PHP HTML C Cascading Style Sheets CSS HTML Programming SQL Bootstrap Oracle Database MySQL CSS Core Java Microsoft Office Linux Cricket AJAX Spring MVC Python Microsoft Excel Microsoft Word Windows Teamwork C Data Structures Algorithms Team Management Java Enterprise Edition NetBeans Eclipse Struts Joomla Teaching                           ,Bachelor of Science University Of Colombo School Of Computing," D S Senanayake College , Colombo 07", Asoka Vidayalaya Colombo,Software Engineer Epic Lanka Group,Associate Software Engineer Epic Lanka Group,Trainee Software Engineer Epic Lanka Group,Student Leaver Bank of Ceylon,Software Engineer
187,rucsacman,Java JavaScript PHP HTML Reactjs MySQL Nodejs Unity                                                       ,Bachelor of Science Honours in Computer Science University of Jaffna, , ,Software Engineer LiveRoom,Internship Trainee LiveRoom, , ,Software Engineer
188,thinusha-premashanker-17252b112,Java JavaScript PHP Cascading Style Sheets CSS HTML Leadership SQL Python Programming Language MySQL C Microsoft Office Nodejs AngularJS C Customer Service NoSQL Mobile Application Development For Android Program                                              ,A/L Sri Shanmugha High Girls' School,Secondary Education Vembadi High Girls School,Primary Education St. John Bosco School,Software Engineer IFS,Intern IFS,Back Office Employee People's Leasing & Finance PLC, ,Software Engineer
189,ridmagimhani,Java JavaScript PHP C HTML Programming SQL MySQL CSS C Microsoft Office Ubuntu Android Web Design WordPress Python Photoshop Microsoft Excel Microsoft Word PowerPoint Windows Teamwork XML Algorithms NetBeans Eclipse Video Editing Blender Joomla Odoo                                 ,BSc. (Hons) University of Moratuwa," GM/Rathnavali Balika Vidyalaya, Gampaha"," Mary Immaculate Convent,Tudella, Ja-Ela",Freelance Developer(Odoo) Any,Software Engineer Ontash Systems,Private Tutor IT Academy,"Software Engineer Internship Medical Research Institute, Colombo 08",Software Engineer
190,dulanjamadhusankha,Java C HTML Leadership Programming Oracle Database MySQL C Public Speaking Microsoft Office Git Data Analysis Research Microsoft Excel Matlab Project Management Big Data Management Data Mining Data Warehousing Data Structures Customer Service Networking Github Operating Systems Oracle SQL Developer R Database Administration Database Design Wireless Networking Angular Xamarin Spring boot Cloudera Impala Oracle SQL DBeaver Big Data Analytics Toad RStudio Apache Derby Hive Apache Pig PROGRAMMING LANGUAGES C Java Ocaml Matlab Java Script and Python MARKUPS AND FORMATS HTML CSS and JSON SERVER SIDE PROGRAMMING Java JSP  PHP : 1 DATABASE SYSTEM : MySQL  MongoDB : 0 FRAMEWORKS : jQuery   Bootstrap : 0 APPLICATIONS : Visual Studio   Adobe Flash  Photoshop  CorelDRAW   Java IDES (Ne : 0 APPLICATION SERVERS : Apache TomCat   Mosquito Server : 0,Master's degree University of Colombo,Bachelor’s Degree University of Peradeniya," Dudley Senanayake Central College , Tholangamuwa",Senior Software Engineer Creative Software,"Student University of Peradeniya,Faculty of Engineering",Software Engineer Creative Software,Computer Engineer Dialog Axiata PLC,Software Engineer
191,nipunachandimal95,JavaScript HTML SQL Reactjs Bootstrap CSS Spring Boot Nodejs React Native Git Firebase MongoDB Angular OOP Amazon Web Services AWS Cloud Firestore SCSS React MEAN stack developer                                            ,Bachelor's degree University of Colombo School of Computing, Taxila Central college,O/l  Royal College Horana,Software Engineer Ascentic,Software  Engineer II Arimac,Software Engineer  Inova IT Systems,Blogger UCSC ISACA Student Group,Software Engineer
192,ashan-perera-20394011a,Java JavaScript PHP C HTML Software Development Programming Python Programming Language C Programming Language MySQL C Spring Framework Spring Boot Linux Web Development Matlab Project Management C BackEnd Web Development Verilog Representational State Transfer REST FrontEnd Development Perl VHDL System Verilog                                      ,Engineer’s Degree University of Peradeniya, , ,Software Engineer WSO2,"Computer Engineering Graduate  University of Peradeniya,Faculty of Engineering",Internship Synopsys Inc, ,Software Engineer
193,heshan-padmasiri,Java Android Development Python Programming Language Public Speaking Microsoft Office Python C Haskell Algorithm Design                                                      ,Bachelor of Science - BS University of Moratuwa, , ,Software Engineer WSO2,Software Engineering Trainee 99X Technology, , ,Software Engineer
194,pavucsan,Java JavaScript PHP HTML Python Programming Language Reactjs NET Framework MySQL C Spring Framework ObjectOriented Programming OOP Microsoft Office Spring Boot PostgreSQL Git AngularJS C BackEnd Web Development JSON Docker Django Microservice software engineering Django Rest framework open source java spring boot RASA framework Firebase realtime database Cookie Cutters                                  ,"Bachelor of Technology in Software Technology Faculty of Information and communication Technology, University of Vocational Technology",National Diploma in ICT Hardy College Of Technology(COT) , Vipulananda Central College,Software Engineer Smartzi,Associate Software Engineer Smartzi,Software Engineering Trainee Empower,Software Engineer Intern Apex Digital Solutions (Private) Limited.,Software Engineer
195,pawara,Java PHP Cascading Style Sheets CSS Communication Laravel HTML Leadership Software Development Python Programming Language Reactjs MySQL C Public Speaking Spring Boot Linux Android Git Research Computer Vision Machine Learning Python Microsoft Word Machine Vision Project Management C Management Data Mining Microsoft PowerPoint Customer Service SQLite Docker DecisionMaking Docker Products Software Design Patterns TensorFlow Keras Software Quality Assurance Personal Development Career Management                        ,Bachelor of Science (Honours) University of Moratuwa, Carey College, ,Software Engineer LSEG Technology,Software Engineering Intern LSEG Technology,Team Leader Sasip Institute, ,Software Engineer
196,chameeradulanga,Java JavaScript PHP C HTML SQL C Programming Language MySQL Nodejs React Native Git AngularJS TypeScript Python Teamwork MongoDB Management Microsoft SQL Server Microsoft Azure Amazon Web Services AWS Javascript NetBeans Azure DevOps Mean Stack Ruby on Rails Ruby Blogging Technical Writing AWS serverless Typescript Serverless Framework                               ,Bachelor of Information Technology (Hons) University of Moratuwa,G C E Advanced Level Richmond College, ,AWS Community Builder Amazon Web Services (AWS),Technical Writer daily.dev,Software Engineer 99x,Technical Writer Medium,Software Engineer
197,thushiniranasinghe,Java JavaScript PHP HTML Cascading Style Sheets CSS SQL NET Framework MySQL C RESTful WebServices Microsoft Office Spring Boot jQuery Spring MVC Microsoft Excel Microsoft Word Hibernate Maven PLSQL Rest api Spring Security                                          ,BEng Software Engineering University of Westminster," St Paul's Girls School,Milagiriya", ,Software Engineer ARITHMOS (PVT) LTD,Software Engineer IFS Sri Lanka,Software Engineering Trainee John Keells Computer Services Pvt. Ltd., ,Software Engineer
198,mayoori,Java JavaScript HTML Cascading Style Sheets CSS HTML Microsoft Office Nodejs WordPress MongoDB Expressjs Reduxjs React express js Mongoose                                                 , Uki, velanai central collage, ,Associate Software Engineer Arogya Life Systems,Web Developer Internship Arima Technologies, , ,Software Engineer
199,shehan-rajakaruna,Java Android Development PHP HTML Android Studio Programming CSS Microsoft Office Android Signal Processing Arduino Electronics JavaSE Algorithms NetBeans Go Programming Language Robotics Verilog Java Servlet Xilinx ISE Symfony                                          ,Bachelor of Engineering - BE University of Moratuwa," Maliyadeva College, Kurunegala", ,Senior Software Engineer TIQRI,Software Engineer PickMe (Digital Mobility Solutions Lanka (PVT) Ltd),Undergraduate Self-employed,Engineering Trainee Effective Solutions Pvt Ltd,Software Engineer
200,vimuth-somarathna-388b6958,Java JavaScript PHP Laravel HTML SQL NET Framework ASPNET MySQL C AJAX jQuery AngularJS WordPress Visual Studio C Microsoft SQL Server NET CodeIgniter NetBeans Symfony Framework Drupal Joomla Yii                                       ,Master of Science - MS SLIIT,Bachelor of Science (BSc) SLIIT, D.S Senanayaka college,Software Engineer SoipoServices,Software Engineer Lightspeed Research,Software Engineering Trainee iZone Developers,Software Engineering Trainee Prologics it solutions,Software Engineer
201,nishanchathuranga,Java JavaScript C Android Studio HTML SQL ASPNET ASPNET MVC C Web Development Research Project Management Agile Methodologies Microsoft Azure Amazon Web Services AWS Customer Service Docker Photography UnityD DevOps Editing Scrum Digital Photography System Architecture Angular Production Supervision Atmel AVR Data Manipulation Popular Science Observational Astronomy                                 ,IT ESOFT Metro Campus,Advanced Level D. S. Senanayake College, WP/GM Kirindiwela Maha Vidyalaya,Software Engineer 99x,Founder & Chief Architect AsyncWave Systems,"Volunteer, Peer Mentor STEMUp Educational Foundation",Senior Game Designer & Web Developer Morasquad Solutions,Software Engineer
202,manushakarunathilaka,Java JavaScript PHP HTML Leadership Programming MySQL Public Speaking Microsoft Office Nodejs Python Microsoft Excel Microsoft Word Teamwork C MongoDB Microsoft PowerPoint                                              ,Bsc Eng University of Moratuwa,Bsc Eng University of Moratuwa, ,Software Engineer CodeGen International,Software Engineer Intern CodeGen International, , ,Software Engineer
203,chuhaashanan,Computer Science Java JavaScript Android Development Cascading Style Sheets CSS Android Studio HTML Software Development Programming SQL Reactjs NET Framework ASPNET MySQL C Spring Framework ObjectOriented Programming OOP Microsoft Office Spring Boot SOAP Git Data Science Machine Learning Python Teamwork Firebase Cloud Computing MongoDB Hibernate Data Structures Amazon Web Services AWS Microservices Swagger API REST APIs REST API NoSQL NetBeans Jenkins Analytical Skills Version Control GitHub Eclipse Docker Products Continuous Integration and Continuous Delivery CICD RESTful architecture Cloud Development PhpStorm Database Systems Applications Development Management              ,Bachelor's degree University of Moratuwa," St. John's College, Jaffna", ,Software Engineer WSO2,Software Engineer Eyepax,Software Engineering Intern WSO2, ,Software Engineer
204,chathura-ellawala-49a00a12a,Java JavaScript PHP Cascading Style Sheets CSS HTML MySQL Microsoft Office Nodejs Python React React native swift ObjectiveC Angular Js angular js                                                ,B.Sc. in Computer Science University of Colombo School of Computing," Finished studies from Nalanda College, Colombo 10", ,"Software Engineer ZorroSign, Inc.",Mobile Developer HaulMatic Technologies,React Native Developer Mobile Developer Self Employed,React Native Developer Villvay,Software Engineer
205,inod-wagachchi,Java JavaScript PHP C Cascading Style Sheets CSS Android Studio HTML SQL Bootstrap Oracle Database NET Framework ASPNET MySQL C Team Motivation ObjectOriented Programming OOP jQuery Matlab Teamwork Team Leadership MongoDB Team Management react native Oracle SQL Developer react nodejs Minitab Stress Management loopback fuse                                 ,Bachelor of Science (BSc) Uva Wellassa University of Sri Lanka, Rahula College - Matara, ,Software Engineer Kognitiv Corporation,Software Engineer Noetic Marketing Technologies Ltd,Associate Software Engineer VizuaMatix,Mobile Developer VizuaMatix,Software Engineer
206,sachira-nuwanga,Computer Science Java JavaScript Android Development HTML Cascading Style Sheets CSS Android Studio Mobile Application Development HTML Leadership Information Technology Software Development SQL Python Programming Language Reactjs C Programming Language MySQL C ObjectOriented Programming OOP Microsoft Office Flutter Android Frontend Development Nodejs Web Development Git AngularJS Machine Learning Artificial Intelligence AI Firebase Project Management Cloud Computing C MongoDB Google Cloud Platform GCP BackEnd Web Development Jira REST APIs Expressjs NoSQL Dart Web Application Development API Development Computer Hardware Unity Game Development Batch Programming Programming Languages Freelancing              ,Bachelor of Science - BS SLIIT, , ,Software Engineer Zone24x7,Freelance Self employed,Software Engineer Axiata Digital Labs,Software Engineer SEQUOIA-ASIA,Software Engineer
207,gnanaseelan-gnanaprakasam-838731113,Java JavaScript PHP HTML Cascading Style Sheets CSS Laravel Reactjs MySQL Microsoft Office Nodejs Microsoft Excel Microsoft Word MongoDB Management Data Structures Maven IntelliJ IDEA PhpMyAdmin Socket Programming Graphic Design RabbitMQ Rapid Application Development RAD Software Engineering Practices Microsoft Project Microsoft Visual Studio C                                      ,Diploma in English E-City College of Jaffna, Esoft Metro Campus,Diploma in IT & web development Asian Computer Education (PVT) Vocational Computer Training Organisation,Software Engineer Mitra Innovation,Software Developer Self-Employed,Application Support Engineer at Mitra Innovation Mitra Innovation,Associate Application Support Engineer Mitra Innovation,Software Engineer
208,rasanjana,Java JavaScript Programming Reactjs Databases C Nodejs Chess Cricket AngularJS Data Science Research Machine Learning Artificial Intelligence AI Python Teamwork Firebase Big Data BackEnd Web Development Microsoft Azure Amazon Web Services AWS Engineering Database Management System DBMS Application Development Blockchain Database Administration Collaborative Work Teaching Product Management AWS SageMaker Nextjs Interpersonal Skills Performance Analysis Volleyball                             ,Bachelor of Engineering University of Westminster,Bachelor of Engineering Informatics Institute of Technology (IIT), Kingswood College,Associate Software Engineer LOLC Technologies Limited,Undergraduate Informatics Institute of Technology (IIT Campus),Teacher of Mathematics Sussex College, ,Software Engineer
209,supun-rajasinghe-1b8466117,Java JavaScript PHP HTML Leadership Reactjs MySQL Public Speaking Nodejs AngularJS Research Teamwork Project Management MongoDB Management Github Enterprise Resource Planning ERP Customer Relationship Management CRM redux                                            ,Bachelor of Science - BS University of colombo school of computing, S.Thomas' college Bandarawela, ,Software Engineer grubtech,Software Engineer Zone24x7,Software Engineer 360 Development (Pvt) Ltd,Associate Software Engineer Salpo Technologies,Software Engineer
210,keerthigan-pushparaj-938793164,Java JavaScript HTML Cascading Style Sheets CSS Android Studio Python Programming Language Databases MySQL AngularJS Machine Learning Python Arduino MongoDB JavaFX Play Framework Flask Unified Modeling Language UML TensorFlow Flow Charts pseudocode                                           ,BEng Software Engineering Informatics Institute of Technology, Belvoir College International, ,Software Engineer IFS,Software Engineering Trainee IFS, , ,Software Engineer
211,asithaliyanawaduge,Java JavaScript PHP MySQL Core Java C Spring Boot PostgreSQL jQuery Pentaho C Agile Application Development Hibernate Servlets Java Enterprise Edition JSP NetBeans Eclipse Struts Scrum JDBC Spring Oracle                                        ,BSc Uva Wellassa University of Sri Lanka," St. Thomas'​ College, Matara.", ,Senior Software Engineer Rezgateway,Software Engineer Rezgateway,Software Engineer Epic Lanka Group,Associate Software Engineer Virtusa,Software Engineer
212,ishankamadhuranga,JavaScript PHP HTML Leadership Software Development Programming SQL Reactjs ASPNET ASPNET MVC MySQL C Nodejs Web Development React Native Chess jQuery Windows Teamwork JSON Microsoft SQL Server Customer Service PhpMyAdmin Reduxjs Toad Computer Repair MobX Microsoft Visual Studio Business Statistics VSS                                 ,Industrial Information Technology Uva Wellassa University of Sri Lanka,High School G/Batapola Central College, ,Software Engineer Mitra Innovation,Senior Software Engineer H2Compute,Software Engineer H2Compute,Software Engineer hSenid Business Solutions,Software Engineer
213,nalin-athukorala,Java JavaScript PHP Cascading Style Sheets CSS Mobile Application Development HTML Leadership Reactjs Bootstrap ASPNET MVC MySQL FullStack Development ASPNET Web API ObjectOriented Programming OOP Nodejs React Native WordPress Data Science Teamwork Cloud Computing MongoDB Entity Framework Amazon Web Services AWS Cloud Development Problem Solving Angular                                     ,Diploma in Information Technology (DiTEC) ESOFT Metro Campus,CMJD IJSE - Institute of Software Engineering,Diploma of Graphics Design  Future World IPS,Instructor Unique Academy,Software Engineer Virtusa,Software Engineering Trainee Efito Solutions (Pvt) Ltd, ,Software Engineer
214,mᶤhᶤpal-wijerathne,Java JavaScript HTML Cascading Style Sheets CSS Software Development SQL Bootstrap ASPNET Core NET Core NET Framework ASPNET ASPNET MVC MySQL C FullStack Development ASPNET Web API ObjectOriented Programming OOP Flutter Git jQuery TypeScript Visual Studio Agile Methodologies C XML Microsoft SQL Server Microsoft Azure REST API Dart GitHub Web Services Object Oriented Design Database Design Design Patterns SOLID Design Principles TransactSQL TSQL WPF Development Angular TFS Xamarin Products TSQL Stored Procedures Microsoft Certified Solution Developer Oracal Certified Java Professional XAML                   ,"MBCS BCS, The Chartered Institute for IT", St.Anthony's College Kandy, ,Senior Software Engineer Neetovate,Software Engineer XONT Software PVT ltd,Software Engineer Niyata Lanka (Pvt) Ltd, ,Software Engineer
215,dimosian-a-b98031165,Java Android Development HTML Microsoft Office Web Development Amazon Web Services AWS Social Media Docker Products Project Planning Blogging Terraform Virtual Private Network VPN Nginx OpenID Connect OIDC Full stack web development Object Oriented Programming Java                                               , , , ,Software Engineer Techorin Solutions (Pvt) Ltd,DevOps Engineer Foysonis,iOS Developer Techorin Solutions (Pvt) Ltd,Software Engineer Techorin Solutions (Pvt) Ltd,Software Engineer
216,sandaruwanims,Java JavaScript C HTML Microsoft Office angular Python Arduino Microsoft Excel Microsoft Word PowerPoint Matlab Teamwork Embedded Systems                                                 ,B.Sc. Engineering University of Peradeniya,"Advanced Level Taxila central college, Horana","Grade 6 to 11 Sri palee college, Horana",Software Engineer CodeGen International,Computer Engineer Vega Innovations,Work-study Officer DSI Samson Group - Sri Lanka, ,Software Engineer
217,shehan-dinuka-perera,Java PHP HTML Python Programming Language C Programming Language Databases MySQL Spring Boot Angular Material Matlab Teamwork Data Mining Artificial Neural Networks                                                  ,BSc. Engineering (Hons) University of Peradeniya, St. Peter's College Colombo, ,Software Engineer WSO2,Software Engineering Trainee DirectFN Sri Lanka, , ,Software Engineer
218,irushan-bandara-874a77178,JavaScript Android Development PHP HTML Cascading Style Sheets CSS Mobile Application Development HTML Reactjs Frontend Development React Native AngularJS WordPress SASS Adobe Photoshop Amazon Web Services AWS NestJS Docker Responsive Web Design User Experience UX PHP Frameworks Nextjs Saas PHP Applications                                        ,Bachelor of Science - BSc SLIIT, St/Sylvester's College Kandy, ,Associate Software Engineer RedBlocks Technologies,Full Stack Web Developer DoMedia, , ,Software Engineer
219,vishva-gayan,Computer Science Java Android Development Software Development Python Programming Language Reactjs C Programming Language Databases Microsoft Office Git Research Machine Learning Deep Learning JSON Data Structures Algorithms AWS Lambda Natural Language Processing NLP Graphic Design Algorithm Design Algorithm Analysis Search Engine Optimization SEO TensorFlow AWS R Relational Databases PyTorch Relational Data Modeling ScikitLearn Algorithm Development Data Engineering Machine Learning Algorithms                               ,Web Development frontendmasters.com, St'annes Collage Kurunegala,"Oracle Certified Professional, Java SE 7 Programmer Dream Team ",Software Engineer :Different,Web Developer Upwork,Student University of Peradeniya,Freelance Graphic and Web Designer Fiverr,Software Engineer
220,ruwan-madusanka-samaraweera,Java JavaScript PHP C Cascading Style Sheets CSS Android Studio HTML Software Development SQL Reactjs NET Framework MySQL C RESTful WebServices ObjectOriented Programming OOP Linux Nodejs React Native Git AJAX jQuery Spring MVC TypeScript Python Ionic Framework Firebase C MongoDB SASS XML Vuejs Microservices CodeIgniter Golang Web Services Socket Programming MobX Angular LoopBackio java fx hapijs Apache Cordova Socketio                    ,Bachelor's Science University of Sri Jayewardenepura, , ,Software Engineer 99X Technology,Founder LeoCodeX,Trainee Software Engineer 99X Technology,Software Developer Department of Pensions Sri Lanka,Software Engineer
221,dinal-fernando-1088b3164,Java JavaScript Android Development PHP Cascading Style Sheets CSS HTML Information Technology Python Programming Language Reactjs C Programming Language MySQL Android Cloud Computing Microsoft SQL Server Amazon Web Services AWS Django Kotlin Inventory Management Point of Sale POS Systems                                            ,BSc(Hons) in Information Technology University of Moratuwa,Dip Aquinas College of Higher Studies," Bandaranayake College, Gampaha",Software Engineer SPEMAI(PVT)LTD,Associate Software Engineer SPEMAI(PVT)LTD,Software Engineer Trainee SPEMAI(PVT)LTD, ,Software Engineer
222,rayan-aradha-22430a16b,Java JavaScript Cascading Style Sheets CSS Laravel HTML Leadership Web Applications SQL MySQL ObjectOriented Programming OOP PostgreSQL Git Agile Methodologies Hibernate Algorithms GitHub Selenium Problem Solving LitElement LitHTML                                           ,Certificate in English  Sabaragamuwa University,Secondary Education Bandarawela Central College, Bandarawela Dharmashoka Central College,Associate Software Engineer Nimi,Contract Software Engineer Peercore,Committee Member IEEE Student Branch University of Jaffna,Software Engineering Intern  Peercore,Software Engineer
223,piumi-chathusha,Java JavaScript PHP C HTML C Programming Language Databases ASPNET MySQL CSS C Microsoft Office Web Development AngularJS Visual Studio Project Management Microsoft SQL Server Angular Java Enterprise Edition REST API DecisionMaking Report Writing Netbeans Platform Application Programming Interfaces Personal Development                                      ,Bachelor of Science - BSc University of Plymouth, , ,Software Engineer HeliFix Aviation Services Pvt Ltd,Associate Software Engineer HeliFix Aviation Services Pvt Ltd, , ,Software Engineer
224,vidurajith-darshana-134124148,Java JavaScript PHP HTML Cascading Style Sheets CSS HTML Leadership Reactjs Bootstrap MySQL C Spring Framework Spring Boot React Native AJAX WordPress Hibernate JSON Microsoft SQL Server Spring Security PhpMyAdmin ReactNative CSS Java RMI MySQL SementicUI                                     ,Graduate Diploma in Software Engineering IJSE, Kalutara Vidyalaya National School, Bombuwala Darmaloka Maha Vidyalaya,Senior Software Engineer Axiata Digital Labs,Senior Software Engineer CloudtriX,Co-Founder Sentura Technologies,Software Engineer Australian Strategic Partnerships (S. P. Solutions),Software Engineer
225,nivarthana-sandeepani-4aa850120,Java JavaScript PHP C Cascading Style Sheets CSS HTML Leadership SQL Python Programming Language Reactjs Bootstrap MySQL C Public Speaking Web Development Teamwork Project Management Cloud Computing Agile Methodologies Google Cloud Platform GCP Management XML Adobe Photoshop Amazon Web Services AWS Customer Service Networking Apache Kafka Apache Spark Strategic Planning Internet of Things IoT Graphic Design Swimming Adobe Illustrator Distributed Systems TensorFlow Robotic Process Automation RPA Hive Business Process Management Network Architecture IBM Db Hadoop Apache NiFi jira Debate Outdoor Adventures Onair Announcing radio announcing Mqtt Business Process Automation              ,B.Sc. special Degree Sabaragamuwa University,"High School Vishaka Balika Vidyalaya,Sapugaskanda", Sri Dharmaraja Dhamma School,Software Engineer TIQRI,Associate Software Engineer N-Able Private Limited,Network Administrator SK International Holdings,Human Resources Development Intern Star Garments Group,Software Engineer
226,dilansuraj,Java JavaScript Android Development PHP HTML C Cascading Style Sheets CSS Android Studio HTML Leadership Programming SQL Reactjs Bootstrap Oracle Database C Programming Language Databases MySQL C ObjectOriented Programming OOP Microsoft Office Android Nodejs Web Development AngularJS Machine Learning Python Microsoft Excel Teamwork Team Leadership English Project Management Cloud Computing Agile Methodologies C MongoDB XML Microsoft SQL Server Angular Microsoft PowerPoint AWS Lambda Amazon Web Services AWS Microservices Expressjs NetBeans PhpMyAdmin Cloud Development Application Programming Interfaces java Office             ,Master of Science in Information Technology Specializing in Cyber Security SLIIT,B. Sc In Information Technology SLIIT, ,Software Engineer Rootcode Labs,Software Engineer Zone24x7,Software Engineer Circles.Life,Software Engineer Half Life,Software Engineer
227,thaminduwickramasinghe,Java PHP HTML Android Studio Mobile Application Development Communication HTML Leadership Software Development SQL Python Programming Language Reactjs MySQL Time Management ObjectOriented Programming OOP Android Frontend Development Nodejs Web Development React Native Git User Interface Design Web Design Research Microsoft SQL Server Adobe Photoshop Analytical Skills Dart User Experience UX Research and Development RD PhpStorm Software Design PHP Applications Web Analytics                             ,Bachelor of Engineering Informatics Institute of Technology (IIT),Bachelor of Engineering - BE University of Westminster, ,Software Engineer IFS,Trainee Software Engineer  Aeturnum,Brand Ambassador IEEE,Finance Team Lead IEEE SL Inspire,Software Engineer
228,banu-sharma-a7241baa,JavaScript HTML Cascading Style Sheets CSS Software Development Web Applications SQL Reactjs Bootstrap ASPNET Core NET Core NET Framework ASPNET ASPNET MVC C ASPNET Web API ObjectOriented Programming OOP Git Web Design AJAX jQuery Windows Visual Studio Bitbucket JSON XML ModelViewController MVC Microsoft SQL Server Entity Framework Data Structures Swagger API JIRA Jenkins Github SQL Server Reporting Services SSRS Dapper ORM Crystal Reports ES ASP Visual Basic NET VBNET Angular Team Foundation Server TFS SQL Server Integration Services SSIS                     ,Bachelor of Science (B.Sc) in Computer Science and Technology Uva Wellassa University,Mathematics J/Manipay Hindu Collage, ,Software Engineer Pearson Lanka,Solutions Developer JOHN KEELLS IT,Software Engineer Scienter Technologies (Pte) Ltd,Associate Software Engineer Scienter Technologies (Pte) Ltd,Software Engineer
229,aslam21,Java JavaScript Android Development Programming SQL Python Programming Language Reactjs Bootstrap C Programming Language Spring Framework Nodejs Firebase Data Structures Algorithms Expressjs Mathematics                                               ,BSc Engineering (Hons) University of Peradeniya, Zahira College Matale, ,Software Engineer Avtra,Intern Software Engineer hSenid Mobile Solutions (Pvt) Ltd, , ,Software Engineer
230,ssathiyan,JavaScript C Cascading Style Sheets CSS HTML Programming SQL C Programming Language NET Framework ASPNET MVC MySQL CSS C Microsoft Office Linux Microsoft Word Windows C ModelViewController MVC Eclipse netcore                                           ,Bachelor of Science - BS Uva Wellassa University of Sri Lanka, , ,Senior Software Engineer Aeturnum,Software Engineer Ceymplon (Pvt) Ltd ,Software Engineer Intersoft International Solutions (Pvt) Ltd,Visiting Lecturer ESOFT Metro Campus,Software Engineer
231,jeyasivam,Software Development Reactjs ObjectOriented Programming OOP Spring Boot Nodejs React Native Bitbucket Microsoft Visual Studio Code Jira NetBeans Gitlab GitHub                                                   ,B.Sc Special in Computer Science University of Jaffna,Advanced Level (A/L) J/Nelliady M.M.V, ,Software Engineer 1 Billion Tech,Software Engineer Invicta Innovations,Software Engineer Brandix,Software Engineer Trainee Samuel Gnanam IT Centre,Software Engineer
232,dulajsanjaya,Java JavaScript PHP HTML C Cascading Style Sheets CSS Laravel MySQL CSS Web Development AJAX jQuery Python Matlab C XML NetBeans Internet Information Services IIS Computer Networking Symfony Framework R IIS Dreamweaver Windows Server Joomla Racket                                     ,Higher Diploma in Computer Science Infortec International Asia Campus, Royal College Colombo,CWNA Turnkey IT Training ,Software Engineer CodeGen International,Member IEEE,"Student Member BCS, The Chartered Institute for IT",Software Engineer Internship IFS,Software Engineer
233,imsuneth,Java JavaScript PHP HTML C Cascading Style Sheets CSS Programming Python Programming Language C Programming Language MySQL Presentation Skills ObjectOriented Programming OOP Linux Nodejs Machine Learning Python Arduino Matlab Team Leadership C FieldProgrammable Gate Arrays FPGA Algorithms Proteus Embedded Systems Networking Apache Spark Robotics Graphic Design CUDA Verilog Problem Solving Hadoop MapReduce Competitive Programming OpenCL High Performance Computing HPC Ballerina                          ,Bachelor’s Degree University of Peradeniya, Dharmaraja College - Kandy, ,Software Engineer WSO2,Software Engineer Intern WSO2,Technical Consultant IgniterSpace,"Casual Instructor Department of Computer Engineering,University of Peradeniya",Software Engineer
234,harsha-subasinghe-a2789061,Java JavaScript PHP C ObjectOriented Programming OOP jQuery Image Processing Microsoft SQL Server Microsoft Azure OOP NET PLSQL NetBeans Azure DevOps Eclipse WCF Services Xamarin SQL Server Management Studio SSRS Microsoft Azure Machine Learning Silverlight Modelviewviewmodel MVVM                                         ,Master's degree University of Moratuwa,Bachelor of Science (B.Sc.) in Computer Science And Technology Uva Wellassa University, ,Senior Software Engineer Addovation,Software Engineer Addovation - A One Stop Shop for IFS Applications,Software Engineer Kingslake,Associate Software Engineer Kingslake,Software Engineer
